ATC Code,ATC Name,URL
A03CA01,isopropamide and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA01&showdescription=yes
A03CA02,clidinium and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA02&showdescription=yes
A03CA03,oxyphencyclimine and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA03&showdescription=yes
A03CA04,otilonium bromide and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA04&showdescription=yes
A03CA05,glycopyrronium bromide and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA05&showdescription=yes
A03CA06,bevonium and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA06&showdescription=yes
A03CA07,ambutonium and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA07&showdescription=yes
A03CA08,diphemanil and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA08&showdescription=yes
A03CA09,pipenzolate and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA09&showdescription=yes
A03CA30,emepronium and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA30&showdescription=yes
A03CA34,propantheline and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CA34&showdescription=yes
A03CB01,methylscopolamine and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CB01&showdescription=yes
A03CB02,belladonna total alkaloids and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CB02&showdescription=yes
A03CB03,atropine and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CB03&showdescription=yes
A03CB04,homatropine methylbromide and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CB04&showdescription=yes
A03CB31,hyoscyamine and psycholeptics,https://atcddd.fhi.no//atc_ddd_index/?code=A03CB31&showdescription=yes
A03DA,Synthetic anticholinergic agents in combination with analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA&showdescription=no
A03DB,Belladonna and derivatives in combination with analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DB&showdescription=no
A03DC,Other antispasmodics in combination with analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DC&showdescription=no
A03DA01,tropenzilone and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA01&showdescription=yes
A03DA02,pitofenone and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA02&showdescription=yes
A03DA03,bevonium and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA03&showdescription=yes
A03DA04,ciclonium and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA04&showdescription=yes
A03DA05,camylofin and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA05&showdescription=yes
A03DA06,trospium and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA06&showdescription=yes
A03DA07,tiemonium iodide and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DA07&showdescription=yes
A03DB04,butylscopolamine and analgesics,https://atcddd.fhi.no//atc_ddd_index/?code=A03DB04&showdescription=yes
A03EA,"Antispasmodics, psycholeptics and analgesics in combination",https://atcddd.fhi.no//atc_ddd_index/?code=A03EA&showdescription=no
A03ED,Antispasmodics in combination with other drugs,https://atcddd.fhi.no//atc_ddd_index/?code=A03ED&showdescription=no
A03FA,Propulsives,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA&showdescription=no
A03FA01,metoclopramide,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA01&showdescription=yes
A03FA02,cisapride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA02&showdescription=yes
A03FA03,domperidone,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA03&showdescription=yes
A03FA04,bromopride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA04&showdescription=yes
A03FA05,alizapride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA05&showdescription=yes
A03FA06,clebopride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA06&showdescription=yes
A03FA07,itopride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA07&showdescription=yes
A03FA08,cinitapride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA08&showdescription=yes
A03FA09,mosapride,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA09&showdescription=yes
A03FA10,acotiamide,https://atcddd.fhi.no//atc_ddd_index/?code=A03FA10&showdescription=yes
A04A,ANTIEMETICS AND ANTINAUSEANTS,https://atcddd.fhi.no//atc_ddd_index/?code=A04A&showdescription=no
A04AA,Serotonin (5HT3) antagonists,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA&showdescription=no
A04AD,Other antiemetics,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD&showdescription=no
A04AA01,ondansetron,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA01&showdescription=yes
A04AA02,granisetron,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA02&showdescription=yes
A04AA03,tropisetron,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA03&showdescription=yes
A04AA04,dolasetron,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA04&showdescription=yes
A04AA05,palonosetron,https://atcddd.fhi.no//atc_ddd_index/?code=A04AA05&showdescription=yes
A04AA55,"palonosetron, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A04AA55&showdescription=yes
A04AD01,scopolamine,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD01&showdescription=yes
A04AD02,cerium oxalate,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD02&showdescription=yes
A04AD04,chlorobutanol,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD04&showdescription=yes
A04AD05,metopimazine,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD05&showdescription=yes
A04AD10,dronabinol,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD10&showdescription=yes
A04AD11,nabilone,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD11&showdescription=yes
A04AD12,aprepitant,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD12&showdescription=yes
A04AD13,casopitant,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD13&showdescription=yes
A04AD14,rolapitant,https://atcddd.fhi.no//atc_ddd_index/?code=A04AD14&showdescription=yes
A04AD51,"scopolamine, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A04AD51&showdescription=yes
A04AD54,"chlorobutanol, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A04AD54&showdescription=yes
A05A,BILE THERAPY,https://atcddd.fhi.no//atc_ddd_index/?code=A05A&showdescription=no
A05B,"LIVER THERAPY, LIPOTROPICS",https://atcddd.fhi.no//atc_ddd_index/?code=A05B&showdescription=no
A05C,DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,https://atcddd.fhi.no//atc_ddd_index/?code=A05C&showdescription=no
A05AA,Bile acids and derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA&showdescription=no
A05AB,Preparations for biliary tract therapy,https://atcddd.fhi.no//atc_ddd_index/?code=A05AB&showdescription=no
A05AX,Other drugs for bile therapy,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX&showdescription=no
A05AA01,chenodeoxycholic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA01&showdescription=yes
A05AA02,ursodeoxycholic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA02&showdescription=yes
A05AA03,cholic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA03&showdescription=yes
A05AA04,obeticholic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA04&showdescription=yes
A05AA05,ursodoxicoltaurine,https://atcddd.fhi.no//atc_ddd_index/?code=A05AA05&showdescription=yes
A05AB01,nicotinyl methylamide,https://atcddd.fhi.no//atc_ddd_index/?code=A05AB01&showdescription=yes
A05AX01,piprozolin,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX01&showdescription=yes
A05AX02,hymecromone,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX02&showdescription=yes
A05AX03,cyclobutyrol,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX03&showdescription=yes
A05AX04,maralixibat chloride,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX04&showdescription=yes
A05AX05,odevixibat,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX05&showdescription=yes
A05AX06,elafibranor,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX06&showdescription=yes
A05AX07,seladelpar,https://atcddd.fhi.no//atc_ddd_index/?code=A05AX07&showdescription=yes
A05BA,Liver therapy,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA&showdescription=no
A05BA01,arginine glutamate,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA01&showdescription=yes
A05BA03,silymarin,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA03&showdescription=yes
A05BA04,citiolone,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA04&showdescription=yes
A05BA05,epomediol,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA05&showdescription=yes
A05BA06,ornithine oxoglurate,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA06&showdescription=yes
A05BA07,tidiacic arginine,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA07&showdescription=yes
A05BA08,glycyrrhizic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA08&showdescription=yes
A05BA09,metadoxine,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA09&showdescription=yes
A05BA10,phospholipids,https://atcddd.fhi.no//atc_ddd_index/?code=A05BA10&showdescription=yes
A06A,DRUGS FOR CONSTIPATION,https://atcddd.fhi.no//atc_ddd_index/?code=A06A&showdescription=no
A06AA,"Softeners, emollients",https://atcddd.fhi.no//atc_ddd_index/?code=A06AA&showdescription=no
A06AB,Contact laxatives,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB&showdescription=no
A06AC,Bulk-forming laxatives,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC&showdescription=no
A06AD,Osmotically acting laxatives,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD&showdescription=no
A06AG,Enemas,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG&showdescription=no
A06AH,Peripheral opioid receptor antagonists,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH&showdescription=no
A06AX,Other drugs for constipation,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX&showdescription=no
A06AA01,liquid paraffin,https://atcddd.fhi.no//atc_ddd_index/?code=A06AA01&showdescription=yes
A06AA02,docusate sodium,https://atcddd.fhi.no//atc_ddd_index/?code=A06AA02&showdescription=yes
A06AA51,"liquid paraffin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AA51&showdescription=yes
A06AB01,oxyphenisatine,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB01&showdescription=yes
A06AB02,bisacodyl,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB02&showdescription=yes
A06AB03,dantron,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB03&showdescription=yes
A06AB04,phenolphthalein,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB04&showdescription=yes
A06AB05,castor oil,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB05&showdescription=yes
A06AB06,senna glycosides,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB06&showdescription=yes
A06AB07,cascara,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB07&showdescription=yes
A06AB08,sodium picosulfate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB08&showdescription=yes
A06AB09,bisoxatin,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB09&showdescription=yes
A06AB20,contact laxatives in combination,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB20&showdescription=yes
A06AB30,contact laxatives in combination with belladonna alkaloids,https://atcddd.fhi.no//atc_ddd_index/?code=A06AB30&showdescription=yes
A06AB52,"bisacodyl, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AB52&showdescription=yes
A06AB53,"dantron, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AB53&showdescription=yes
A06AB56,"senna glycosides, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AB56&showdescription=yes
A06AB57,"cascara, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AB57&showdescription=yes
A06AB58,"sodium picosulfate, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AB58&showdescription=yes
A06AC01,ispaghula (psylla seeds),https://atcddd.fhi.no//atc_ddd_index/?code=A06AC01&showdescription=yes
A06AC02,ethulose,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC02&showdescription=yes
A06AC03,sterculia,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC03&showdescription=yes
A06AC05,linseed,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC05&showdescription=yes
A06AC06,methylcellulose,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC06&showdescription=yes
A06AC07,triticum (wheat fibre),https://atcddd.fhi.no//atc_ddd_index/?code=A06AC07&showdescription=yes
A06AC08,polycarbophil calcium,https://atcddd.fhi.no//atc_ddd_index/?code=A06AC08&showdescription=yes
A06AC51,"ispaghula, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AC51&showdescription=yes
A06AC53,"sterculia, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AC53&showdescription=yes
A06AC55,"linseed, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AC55&showdescription=yes
A06AD01,magnesium carbonate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD01&showdescription=yes
A06AD02,magnesium oxide,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD02&showdescription=yes
A06AD03,magnesium peroxide,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD03&showdescription=yes
A06AD04,magnesium sulfate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD04&showdescription=yes
A06AD10,mineral salts in combination,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD10&showdescription=yes
A06AD11,lactulose,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD11&showdescription=yes
A06AD12,lactitol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD12&showdescription=yes
A06AD13,sodium sulfate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD13&showdescription=yes
A06AD14,pentaerithrityl,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD14&showdescription=yes
A06AD15,macrogol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD15&showdescription=yes
A06AD16,mannitol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD16&showdescription=yes
A06AD17,sodium phosphate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD17&showdescription=yes
A06AD18,sorbitol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD18&showdescription=yes
A06AD19,magnesium citrate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD19&showdescription=yes
A06AD21,sodium tartrate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AD21&showdescription=yes
A06AD61,"lactulose, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AD61&showdescription=yes
A06AD65,"macrogol, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AD65&showdescription=yes
A06AG01,sodium phosphate,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG01&showdescription=yes
A06AG02,bisacodyl,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG02&showdescription=yes
A06AG03,"dantron, incl. combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AG03&showdescription=yes
A06AG04,glycerol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG04&showdescription=yes
A06AG06,oil,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG06&showdescription=yes
A06AG07,sorbitol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG07&showdescription=yes
A06AG10,"docusate sodium, incl. combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AG10&showdescription=yes
A06AG11,"sodium lauryl sulfoacetate, incl. combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A06AG11&showdescription=yes
A06AG20,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=A06AG20&showdescription=yes
A06AH01,methylnaltrexone bromide,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH01&showdescription=yes
A06AH02,alvimopan,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH02&showdescription=yes
A06AH03,naloxegol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH03&showdescription=yes
A06AH04,naloxone,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH04&showdescription=yes
A06AH05,naldemedine,https://atcddd.fhi.no//atc_ddd_index/?code=A06AH05&showdescription=yes
A06AX01,glycerol,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX01&showdescription=yes
A06AX02,carbon dioxide producing drugs,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX02&showdescription=yes
A06AX03,lubiprostone,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX03&showdescription=yes
A06AX04,linaclotide,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX04&showdescription=yes
A06AX05,prucalopride,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX05&showdescription=yes
A06AX06,tegaserod,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX06&showdescription=yes
A06AX07,plecanatide,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX07&showdescription=yes
A06AX08,tenapanor,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX08&showdescription=yes
A06AX09,elobixibat,https://atcddd.fhi.no//atc_ddd_index/?code=A06AX09&showdescription=yes
A07A,INTESTINAL ANTIINFECTIVES,https://atcddd.fhi.no//atc_ddd_index/?code=A07A&showdescription=no
A07B,INTESTINAL ADSORBENTS,https://atcddd.fhi.no//atc_ddd_index/?code=A07B&showdescription=no
A07C,ELECTROLYTES WITH CARBOHYDRATES,https://atcddd.fhi.no//atc_ddd_index/?code=A07C&showdescription=no
A07D,ANTIPROPULSIVES,https://atcddd.fhi.no//atc_ddd_index/?code=A07D&showdescription=no
A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,https://atcddd.fhi.no//atc_ddd_index/?code=A07E&showdescription=no
A07F,ANTIDIARRHEAL MICROORGANISMS,https://atcddd.fhi.no//atc_ddd_index/?code=A07F&showdescription=no
A07X,OTHER ANTIDIARRHEALS,https://atcddd.fhi.no//atc_ddd_index/?code=A07X&showdescription=no
A07AA,Antibiotics,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA&showdescription=no
A07AB,Sulfonamides,https://atcddd.fhi.no//atc_ddd_index/?code=A07AB&showdescription=no
A07AC,Imidazole derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=A07AC&showdescription=no
A07AX,Other intestinal antiinfectives,https://atcddd.fhi.no//atc_ddd_index/?code=A07AX&showdescription=no
A07AA01,neomycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA01&showdescription=yes
A07AA02,nystatin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA02&showdescription=yes
A07AA03,natamycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA03&showdescription=yes
A07AA04,streptomycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA04&showdescription=yes
A07AA05,polymyxin B,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA05&showdescription=yes
A07AA06,paromomycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA06&showdescription=yes
A07AA07,amphotericin B,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA07&showdescription=yes
A07AA08,kanamycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA08&showdescription=yes
A07AA09,vancomycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA09&showdescription=yes
A07AA10,colistin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA10&showdescription=yes
A07AA11,rifaximin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA11&showdescription=yes
A07AA12,fidaxomicin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA12&showdescription=yes
A07AA13,rifamycin,https://atcddd.fhi.no//atc_ddd_index/?code=A07AA13&showdescription=yes
A07AA51,"neomycin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A07AA51&showdescription=yes
A07AA54,"streptomycin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A07AA54&showdescription=yes
A07AB02,phthalylsulfathiazole,https://atcddd.fhi.no//atc_ddd_index/?code=A07AB02&showdescription=yes
A07AB03,sulfaguanidine,https://atcddd.fhi.no//atc_ddd_index/?code=A07AB03&showdescription=yes
A07AB04,succinylsulfathiazole,https://atcddd.fhi.no//atc_ddd_index/?code=A07AB04&showdescription=yes
A07AC01,miconazole,https://atcddd.fhi.no//atc_ddd_index/?code=A07AC01&showdescription=yes
A07AX01,broxyquinoline,https://atcddd.fhi.no//atc_ddd_index/?code=A07AX01&showdescription=yes
A07AX02,acetarsol,https://atcddd.fhi.no//atc_ddd_index/?code=A07AX02&showdescription=yes
A07AX03,nifuroxazide,https://atcddd.fhi.no//atc_ddd_index/?code=A07AX03&showdescription=yes
A07AX04,nifurzide,https://atcddd.fhi.no//atc_ddd_index/?code=A07AX04&showdescription=yes
A07BA,Charcoal preparations,https://atcddd.fhi.no//atc_ddd_index/?code=A07BA&showdescription=no
A07BB,Bismuth preparations,https://atcddd.fhi.no//atc_ddd_index/?code=A07BB&showdescription=no
A07BC,Other intestinal adsorbents,https://atcddd.fhi.no//atc_ddd_index/?code=A07BC&showdescription=no
